¨é°Ó¶R½æªÑ²¼¦¨¥æ»ù¶q¸ê°T
ªÑ²¼¥N½X,="2387"
§Ç¸¹,¨é°Ó,»ù®æ,¶R¶iªÑ¼Æ,½æ¥XªÑ¼Æ,,§Ç¸¹,¨é°Ó,»ù®æ,¶R¶iªÑ¼Æ,½æ¥XªÑ¼Æ
2901,9258³Í°òÃ¹ªF,72.00,0,1000,,2902,9258³Í°òÃ¹ªF,73.20,3000,0 
2903,9266³Í°ò·sÂ×,70.80,10000,0,,2904,9266³Í°ò·sÂ×,71.00,1000,0 
2905,9266³Í°ò·sÂ×,71.50,6000,0,,2906,9266³Í°ò·sÂ×,71.70,15000,0 
2907,9266³Í°ò·sÂ×,72.10,10000,0,,2908,9266³Í°ò·sÂ×,72.20,2000,0 
2909,9266³Í°ò·sÂ×,72.30,2000,20000,,2910,9268³Í°ò¥x¥_,69.50,0,14000 
2911,9268³Í°ò¥x¥_,69.80,2000,3000,,2912,9268³Í°ò¥x¥_,69.90,2000,0 
2913,9268³Í°ò¥x¥_,70.00,26000,36000,,2914,9268³Í°ò¥x¥_,70.10,1000,0 
2915,9268³Í°ò¥x¥_,70.20,2000,0,,2916,9268³Í°ò¥x¥_,70.40,0,3000 
2917,9268³Í°ò¥x¥_,70.50,43000,5000,,2918,9268³Í°ò¥x¥_,70.60,0,1000 
2919,9268³Í°ò¥x¥_,70.70,0,4000,,2920,9268³Í°ò¥x¥_,70.80,0,3000 
2921,9268³Í°ò¥x¥_,70.90,0,5000,,2922,9268³Í°ò¥x¥_,71.20,0,9000 
2923,9268³Í°ò¥x¥_,71.30,2000,1000,,2924,9268³Í°ò¥x¥_,71.40,19000,1000 
2925,9268³Í°ò¥x¥_,71.50,51000,1000,,2926,9268³Í°ò¥x¥_,71.60,29000,14000 
2927,9268³Í°ò¥x¥_,71.70,43000,29000,,2928,9268³Í°ò¥x¥_,71.80,5000,45000 
2929,9268³Í°ò¥x¥_,71.90,6000,27000,,2930,9268³Í°ò¥x¥_,72.00,41000,60000 
2931,9268³Í°ò¥x¥_,72.10,5000,103000,,2932,9268³Í°ò¥x¥_,72.20,0,71000 
2933,9268³Í°ò¥x¥_,72.30,30000,47000,,2934,9268³Í°ò¥x¥_,72.40,21000,27000 
2935,9268³Í°ò¥x¥_,72.50,39000,0,,2936,9268³Í°ò¥x¥_,72.60,0,6000 
2937,9268³Í°ò¥x¥_,72.70,0,18000,,2938,9268³Í°ò¥x¥_,72.80,20000,49000 
2939,9268³Í°ò¥x¥_,72.90,2000,26000,,2940,9268³Í°ò¥x¥_,73.00,81000,5000 
2941,9268³Í°ò¥x¥_,73.20,0,1000,,2942,9272³Í°ò¦Ë¬ì,69.50,0,2000 
2943,9272³Í°ò¦Ë¬ì,70.50,2000,0,,2944,9272³Í°ò¦Ë¬ì,71.80,2000,0 
2945,9272³Í°ò¦Ë¬ì,72.10,1000,0,,2946,9272³Í°ò¦Ë¬ì,72.20,0,1000 
2947,9272³Í°ò¦Ë¬ì,72.30,0,1000,,2948,9272³Í°ò¦Ë¬ì,72.50,1000,0 
2949,9273³Í°ò¦ËªF,71.10,1000,0,,2950,9273³Í°ò¦ËªF,71.50,0,1000 
2951,9273³Í°ò¦ËªF,72.00,0,1000,,2952,9273³Í°ò¦ËªF,72.40,1000,0 
2953,9274³Í°ò»ñ¤s,70.10,1000,0,,2954,9274³Í°ò»ñ¤s,70.80,1000,0 
2955,9274³Í°ò»ñ¤s,72.30,2000,2000,,2956,9274³Í°ò»ñ¤s,72.60,5000,0 
2957,9275³Í°ò¤T¦h,69.50,0,1000,,2958,9275³Í°ò¤T¦h,71.60,0,2000 
2959,9275³Í°ò¤T¦h,72.00,6000,0,,2960,9275³Í°ò¤T¦h,73.00,5000,0 
2961,9276³Í°ò­]®ß,70.20,1000,0,,2962,9276³Í°ò­]®ß,71.00,0,1000 
2963,9276³Í°ò­]®ß,71.70,1000,0,,2964,9276³Í°ò­]®ß,71.80,0,4000 
2965,9276³Í°ò­]®ß,72.10,2000,0,,2966,9276³Í°ò­]®ß,72.20,2000,2000 
2967,9276³Í°ò­]®ß,72.30,2000,0,,2968,9281³Í°ò¤æ¤»,72.30,0,2000 
2969,9281³Í°ò¤æ¤»,72.40,2000,0,,2970,9283³Í°ò¥_ªù,69.90,1000,0 
2971,9283³Í°ò¥_ªù,71.50,1000,0,,2972,9283³Í°ò¥_ªù,72.10,0,1000 
2973,9283³Í°ò¥_ªù,72.90,0,1000,,2974,9283³Í°ò¥_ªù,73.00,0,1000 
2975,9285³Í°ò¤¤Ãc,69.80,10000,0,,2976,9285³Í°ò¤¤Ãc,70.00,0,1000 
2977,9285³Í°ò¤¤Ãc,71.40,0,1000,,2978,9285³Í°ò¤¤Ãc,72.00,5000,0 
2979,9285³Í°ò¤¤Ãc,72.20,0,1000,,2980,9285³Í°ò¤¤Ãc,72.30,2000,0 
2981,9285³Í°ò¤¤Ãc,72.40,2000,0,,2982,9285³Í°ò¤¤Ãc,72.90,0,3000 
2983,9287³Í°ò¤º´ò,71.40,0,1000,,2984,9289³Í°ò¿³¶©,71.40,0,1000 
2985,9289³Í°ò¿³¶©,72.00,1000,1000,,2986,9291³Í°ò¤j¦w,69.50,7000,0 
2987,9291³Í°ò¤j¦w,71.80,4000,0,,2988,9291³Í°ò¤j¦w,72.00,0,7000 
2989,9296³Í°òÀY¥÷,71.40,1000,0,,2990,9297³Í°ò¤å¤ß,71.00,1000,0 
2991,9297³Í°ò¤å¤ß,71.50,0,1000,,2992,9300µØ«n¥Ã©÷,70.30,0,2000 
2993,9300µØ«n¥Ã©÷,70.40,0,3000,,2994,9300µØ«n¥Ã©÷,70.50,5000,0 
2995,9300µØ«n¥Ã©÷,71.50,6000,0,,2996,9300µØ«n¥Ã©÷,71.60,2000,0 
2997,9300µØ«n¥Ã©÷,71.70,3000,0,,2998,9300µØ«n¥Ã©÷,71.80,2000,2000 
2999,9300µØ«n¥Ã©÷,72.00,1000,0,,3000,9300µØ«n¥Ã©÷,72.10,1000,2000 
3001,9300µØ«n¥Ã©÷,72.20,2000,4000,,3002,9300µØ«n¥Ã©÷,72.30,3000,0 
3003,9300µØ«n¥Ã©÷,72.40,8000,0,,3004,9300µØ«n¥Ã©÷,72.50,1000,0 
3005,9300µØ«n¥Ã©÷,72.60,0,2000,,3006,9300µØ«n¥Ã©÷,72.70,1000,2000 
3007,9300µØ«n¥Ã©÷,72.80,0,24000,,3008,9300µØ«n¥Ã©÷,72.90,2000,0 
3009,9300µØ«n¥Ã©÷,73.00,0,6000,,3010,9300µØ«n¥Ã©÷,73.20,0,1000 
3011,9302µØ«n¥x¤¤,69.50,0,1000,,3012,9302µØ«n¥x¤¤,70.20,0,1000 
3013,9302µØ«n¥x¤¤,70.30,0,1000,,3014,9302µØ«n¥x¤¤,70.40,1000,1000 
3015,9302µØ«n¥x¤¤,71.00,0,8000,,3016,9302µØ«n¥x¤¤,71.50,0,40000 
3017,9302µØ«n¥x¤¤,71.70,1000,12000,,3018,9302µØ«n¥x¤¤,71.90,1000,0 
3019,9302µØ«n¥x¤¤,72.00,1000,0,,3020,9302µØ«n¥x¤¤,72.10,2000,2000 
3021,9302µØ«n¥x¤¤,72.20,4000,0,,3022,9302µØ«n¥x¤¤,72.50,0,2000 
3023,9302µØ«n¥x¤¤,72.60,1000,0,,3024,9307µØ«n¤j¦w,69.50,0,3000 
3025,9307µØ«n¤j¦w,70.20,0,10000,,3026,9307µØ«n¤j¦w,71.10,10000,0 
3027,9307µØ«n¤j¦w,72.10,10000,0,,3028,9308µØ«n³Â¨§,71.90,0,1000 
3029,9308µØ«n³Â¨§,72.70,1000,1000,,3030,9309µØ«n¥j«F,70.00,1000,0 
3031,9312µØ«n¥ÁÅv,70.30,0,1000,,3032,9312µØ«n¥ÁÅv,70.40,1000,0 
3033,9312µØ«n¥ÁÅv,72.40,1000,0,,3034,9314µØ«n¹Å¸q,72.10,0,1000 
3035,9317µØ«nªL¤f,69.50,0,50000,,3036,9317µØ«nªL¤f,69.90,0,3000 
3037,9317µØ«nªL¤f,70.40,0,2000,,3038,9317µØ«nªL¤f,71.10,1000,0 
3039,9317µØ«nªL¤f,71.60,50000,0,,3040,9317µØ«nªL¤f,71.70,1000,0 
3041,9317µØ«nªL¤f,72.20,5000,0,,3042,9317µØ«nªL¤f,72.80,1000,0 
3043,9319µØ«nÅaºq,69.50,0,25000,,3044,9319µØ«nÅaºq,70.80,3000,0 
3045,9319µØ«nÅaºq,70.90,1000,0,,3046,9319µØ«nÅaºq,71.00,2000,0 
3047,9319µØ«nÅaºq,71.30,10000,0,,3048,9319µØ«nÅaºq,71.50,0,2000 
3049,9319µØ«nÅaºq,71.70,10000,0,,3050,9319µØ«nÅaºq,72.00,0,3000 
3051,9319µØ«nÅaºq,72.50,2000,0,,3052,9322µØ«n¤½¸Û,69.50,0,1000 
3053,9322µØ«n¤½¸Û,70.80,0,1000,,3054,9322µØ«n¤½¸Û,71.50,0,1000 
3055,9322µØ«n¤½¸Û,72.20,2000,1000,,3056,9322µØ«n¤½¸Û,72.90,0,1000 
3057,9323µØ«n¤p´ä,69.50,0,4000,,3058,9323µØ«n¤p´ä,70.30,0,4000 
3059,9323µØ«n¤p´ä,71.50,1000,0,,3060,9323µØ«n¤p´ä,71.80,1000,0 
3061,9323µØ«n¤p´ä,72.20,4000,0,,3062,9323µØ«n¤p´ä,72.30,4000,0 
3063,9323µØ«n¤p´ä,73.20,0,2000,,3064,9324µØ«n©£¤s,69.50,0,50000 
3065,9324µØ«n©£¤s,70.90,10000,0,,3066,9324µØ«n©£¤s,71.00,15000,1000 
3067,9324µØ«n©£¤s,71.10,5000,0,,3068,9324µØ«n©£¤s,71.20,5000,0 
3069,9324µØ«n©£¤s,71.30,10000,0,,3070,9324µØ«n©£¤s,71.40,15000,0 
3071,9324µØ«n©£¤s,71.70,6000,0,,3072,9324µØ«n©£¤s,71.80,5000,0 
3073,9324µØ«n©£¤s,71.90,5000,0,,3074,9324µØ«n©£¤s,72.10,1000,0 
3075,9324µØ«n©£¤s,72.20,0,5000,,3076,9324µØ«n©£¤s,72.30,2000,10000 
3077,9324µØ«n©£¤s,72.40,0,15000,,3078,9324µØ«n©£¤s,72.60,5000,5000 
3079,9324µØ«n©£¤s,72.80,20000,1000,,3080,9324µØ«n©£¤s,72.90,0,5000 
3081,9324µØ«n©£¤s,73.00,0,5000,,3082,9324µØ«n©£¤s,73.10,0,5000 
3083,9325µØ«n©¾§µ,70.00,1000,0,,3084,9325µØ«n©¾§µ,71.00,1000,0 
3085,9325µØ«n©¾§µ,71.40,0,5000,,3086,9325µØ«n©¾§µ,71.50,0,4000 
3087,9325µØ«n©¾§µ,71.60,0,1000,,3088,9325µØ«n©¾§µ,71.70,0,1000 
3089,9325µØ«n©¾§µ,71.80,0,1000,,3090,9325µØ«n©¾§µ,72.20,0,1000 
3091,9326µØ«n«n¨Ê,69.50,0,100,,3092,9326µØ«n«n¨Ê,69.90,1000,0 
3093,9326µØ«n«n¨Ê,71.50,0,1000,,3094,9326µØ«n«n¨Ê,71.80,1000,0 
3095,9326µØ«n«n¨Ê,71.90,1000,0,,3096,9326µØ«n«n¨Ê,72.10,3000,0 
3097,9326µØ«n«n¨Ê,72.40,0,3000,,3098,9326µØ«n«n¨Ê,72.50,1000,0 
3099,9326µØ«n«n¨Ê,72.80,1000,0,,3100,9327µØ«n¤æ¤»,69.90,0,1000 
3101,9328µØ«n¼é¦{,69.90,0,5000,,3102,9328µØ«n¼é¦{,72.50,5000,0 
3103,9331µØ«n»ñ¤s,69.90,0,1000,,3104,9331µØ«n»ñ¤s,71.50,0,1000 
3105,9331µØ«n»ñ¤s,71.70,0,1000,,3106,9331µØ«n»ñ¤s,72.20,1000,0 
3107,9331µØ«n»ñ¤s,73.00,2000,0,,3108,9332µØ«n·£±ê,70.10,13000,0 
3109,9332µØ«n·£±ê,70.20,10000,0,,3110,9333µØ«nªø­i,70.40,0,1000 
3111,9333µØ«nªø­i,70.50,0,3000,,3112,9333µØ«nªø­i,70.60,0,2000 
3113,9333µØ«nªø­i,70.70,0,1000,,3114,9333µØ«nªø­i,71.60,5000,0 
3115,9333µØ«nªø­i,71.70,0,1000,,3116,9334µØ«n¥@¶T,69.50,1000,4000 
3117,9334µØ«n¥@¶T,71.90,2000,0,,3118,9334µØ«n¥@¶T,72.00,2000,1000 
3119,9334µØ«n¥@¶T,72.30,1000,0,,3120,9334µØ«n¥@¶T,72.40,1000,0 
3121,9334µØ«n¥@¶T,73.00,0,1000,,3122,9337µØ«n¤ºÃc,69.90,1000,0 
3123,9339µØ«n¦Ë¥_,71.50,0,1000,,3124,9339µØ«n¦Ë¥_,71.90,0,2000 
3125,9339µØ«n¦Ë¥_,72.00,1000,0,,3126,9343µØ«nÀY¥÷,71.80,1000,0 
3127,9343µØ«nÀY¥÷,72.30,0,1000,,3128,9347µØ«n´°«n,69.80,10000,0 
3129,9347µØ«n´°«n,70.00,3000,0,,3130,9347µØ«n´°«n,70.20,18000,0 
3131,9347µØ«n´°«n,70.30,1000,0,,3132,9347µØ«n´°«n,70.40,3000,0 
3133,9347µØ«n´°«n,70.90,0,1000,,3134,9347µØ«n´°«n,71.00,0,1000 
3135,9347µØ«n´°«n,71.10,0,1000,,3136,9347µØ«n´°«n,71.60,0,1000 
3137,9347µØ«n´°«n,71.80,0,2000,,3138,9347µØ«n´°«n,71.90,0,4000 
3139,9347µØ«n´°«n,72.10,0,2000,,3140,9347µØ«n´°«n,72.20,1000,1000 
3141,9347µØ«n´°«n,72.40,0,3000,,3142,9347µØ«n´°«n,72.50,1000,1000 
3143,9347µØ«n´°«n,72.60,8000,0,,3144,9347µØ«n´°«n,72.70,0,1000 
3145,9347µØ«n´°«n,73.00,0,20000,,3146,9349µØ«n¦X®õ,69.50,1000,0 
3147,9349µØ«n¦X®õ,71.60,5000,0,,3148,9349µØ«n¦X®õ,71.70,1000,0 
3149,9349µØ«n¦X®õ,71.80,6000,0,,3150,9349µØ«n¦X®õ,71.90,1000,0 
3151,9349µØ«n¦X®õ,72.00,5000,0,,3152,9349µØ«n¦X®õ,72.30,0,1000 
3153,9349µØ«n¦X®õ,72.90,0,1000,,3154,9352µØ«n®ç¶é,70.10,10000,0 
3155,9352µØ«n®ç¶é,70.20,10000,0,,3156,9352µØ«n®ç¶é,70.80,1000,0 
3157,9352µØ«n®ç¶é,71.60,0,1000,,3158,9352µØ«n®ç¶é,71.70,0,1000 
3159,9352µØ«n®ç¶é,71.80,2000,0,,3160,9352µØ«n®ç¶é,72.00,0,2000 
3161,9352µØ«n®ç¶é,72.10,0,1000,,3162,9352µØ«n®ç¶é,72.30,0,1000 
3163,9352µØ«n®ç¶é,72.40,0,2000,,3164,9352µØ«n®ç¶é,72.50,0,2000 
3165,9352µØ«n®ç¶é,72.60,0,2000,,3166,9352µØ«n®ç¶é,72.70,0,2000 
3167,9352µØ«n®ç¶é,72.80,0,2000,,3168,9352µØ«n®ç¶é,72.90,0,2000 
3169,9352µØ«n®ç¶é,73.00,0,4000,,3170,9358µØ«nªF¶Õ,71.60,1000,0 
3171,9358µØ«nªF¶Õ,71.80,0,1000,,3172,9358µØ«nªF¶Õ,72.00,0,1000 
3173,9358µØ«nªF¶Õ,72.10,0,2000,,3174,9358µØ«nªF¶Õ,72.20,1000,0 
3175,9358µØ«nªF¶Õ,72.50,1000,0,,3176,9358µØ«nªF¶Õ,72.90,0,1000 
3177,9359µØ«n¤¤¥¿,69.50,9000,1000,,3178,9359µØ«n¤¤¥¿,69.80,9000,0 
3179,9359µØ«n¤¤¥¿,69.90,12000,0,,3180,9359µØ«n¤¤¥¿,71.70,0,8000 
3181,9359µØ«n¤¤¥¿,71.80,0,1000,,3182,9359µØ«n¤¤¥¿,72.00,3000,0 
3183,9359µØ«n¤¤¥¿,72.10,0,6000,,3184,9359µØ«n¤¤¥¿,72.20,0,1000 
3185,9359µØ«n¤¤¥¿,72.30,0,1000,,3186,9359µØ«n¤¤¥¿,72.40,0,1000 
3187,9359µØ«n¤¤¥¿,72.50,0,3000,,3188,9359µØ«n¤¤¥¿,72.60,0,6000 
3189,9359µØ«n¤¤¥¿,72.70,0,5000,,3190,9362µØ«n­]®ß,69.50,0,1000 
3191,9362µØ«n­]®ß,70.20,0,2000,,3192,9362µØ«n­]®ß,70.30,0,1000 
3193,9362µØ«n­]®ß,71.60,0,1000,,3194,9362µØ«n­]®ß,71.70,0,1000 
3195,9362µØ«n­]®ß,71.80,2000,0,,3196,9362µØ«n­]®ß,71.90,0,3000 
3197,9362µØ«n­]®ß,72.00,1000,0,,3198,9362µØ«n­]®ß,72.10,1000,0 
3199,9362µØ«n­]®ß,72.60,0,1000,,3200,9362µØ«n­]®ß,72.90,3000,1000 
3201,9363µØ«n¹ü¤Æ,70.00,1000,0,,3202,9363µØ«n¹ü¤Æ,70.50,1000,0 
3203,9363µØ«n¹ü¤Æ,71.60,2000,0,,3204,9363µØ«n¹ü¤Æ,72.90,0,6000 
3205,9369µØ«n¤T­«,69.90,0,1000,,3206,9369µØ«n¤T­«,71.00,1000,0 
3207,9369µØ«n¤T­«,71.30,1000,0,,3208,9369µØ«n¤T­«,71.80,1000,0 
3209,9369µØ«n¤T­«,71.90,1000,0,,3210,9369µØ«n¤T­«,72.00,1000,0 
3211,9369µØ«n¤T­«,72.40,0,2000,,3212,9386µØ«nªFª@,71.50,2000,0 
3213,9386µØ«nªFª@,72.00,0,2000,,3214,9600´I¨¹,70.50,5000,0 
3215,9604´I¨¹¶§©ú,69.50,0,100,,3216,9604´I¨¹¶§©ú,69.80,0,1000 
3217,9604´I¨¹¶§©ú,70.30,1000,0,,3218,9604´I¨¹¶§©ú,70.50,1000,0 
3219,9604´I¨¹¶§©ú,71.40,1000,0,,3220,9604´I¨¹¶§©ú,72.10,5000,0 
3221,9604´I¨¹¶§©ú,72.50,0,3000,,3222,9604´I¨¹¶§©ú,73.00,4000,0 
3223,9608´I¨¹¥xªF,69.80,0,2000,,3224,9608´I¨¹¥xªF,70.60,1000,0 
3225,9608´I¨¹¥xªF,72.00,2000,0,,3226,9614´I¨¹°ò¶©,70.30,3000,0 
3227,9614´I¨¹°ò¶©,71.40,1000,0,,3228,9614´I¨¹°ò¶©,72.20,0,1000 
3229,9616´I¨¹©£¤s,69.80,0,1000,,3230,9616´I¨¹©£¤s,72.10,1000,0 
3231,9621´I¨¹ªá½¬,71.80,1000,0,,3232,9621´I¨¹ªá½¬,72.10,0,1000 
3233,9621´I¨¹ªá½¬,72.60,1000,0,,3234,9621´I¨¹ªá½¬,73.00,0,1000 
3235,9622´I¨¹¶é°Ï,70.00,1000,0,,3236,9622´I¨¹¶é°Ï,71.40,0,2000 
3237,9622´I¨¹¶é°Ï,71.50,0,1000,,3238,9622´I¨¹¶é°Ï,72.10,2000,0 
3239,9622´I¨¹¶é°Ï,72.20,1000,0,,3240,9622´I¨¹¶é°Ï,72.30,3000,2000 
3241,9622´I¨¹¶é°Ï,72.60,2000,0,,3242,9622´I¨¹¶é°Ï,72.90,1000,0 
3243,9623´I¨¹¥x¥_,69.50,1000,0,,3244,9623´I¨¹¥x¥_,70.40,0,1000 
3245,9623´I¨¹¥x¥_,71.40,0,3000,,3246,9623´I¨¹¥x¥_,71.50,0,1000 
3247,9623´I¨¹¥x¥_,71.70,2000,0,,3248,9623´I¨¹¥x¥_,71.80,0,1000 
3249,9623´I¨¹¥x¥_,72.00,3000,0,,3250,9623´I¨¹¥x¥_,72.10,2000,1000 
3251,9623´I¨¹¥x¥_,72.20,4000,0,,3252,9623´I¨¹¥x¥_,72.30,0,3000 
3253,9623´I¨¹¥x¥_,72.80,2000,0,,3254,9623´I¨¹¥x¥_,73.00,2000,0 
3255,9623´I¨¹¥x¥_,73.20,2000,0,,3256,9624´I¨¹¦Ë¥_,70.00,1000,5000 
3257,9624´I¨¹¦Ë¥_,71.70,2000,0,,3258,9624´I¨¹¦Ë¥_,71.80,1000,0 
3259,9624´I¨¹¦Ë¥_,71.90,0,2000,,3260,9624´I¨¹¦Ë¥_,72.00,2000,4000 
3261,9624´I¨¹¦Ë¥_,72.10,0,1000,,3262,9624´I¨¹¦Ë¥_,72.40,0,1000 
3263,9624´I¨¹¦Ë¥_,72.90,1000,0,,3264,9625´I¨¹¦ËªF,70.30,0,1000 
3265,9625´I¨¹¦ËªF,70.40,0,1000,,3266,9625´I¨¹¦ËªF,72.10,2000,0 
3267,9625´I¨¹¦ËªF,72.30,1000,0,,3268,9627´I¨¹¤º´ò,70.90,0,6000 
3269,9627´I¨¹¤º´ò,71.00,0,1000,,3270,9627´I¨¹¤º´ò,71.50,1000,0 
3271,9627´I¨¹¤º´ò,71.60,1000,0,,3272,9627´I¨¹¤º´ò,71.70,2000,0 
3273,9627´I¨¹¤º´ò,71.80,5000,1000,,3274,9627´I¨¹¤º´ò,71.90,2000,0 
3275,9627´I¨¹¤º´ò,72.00,4000,0,,3276,9627´I¨¹¤º´ò,72.10,7000,0 
3277,9627´I¨¹¤º´ò,72.70,0,3000,,3278,9627´I¨¹¤º´ò,72.80,5000,0 
3279,9627´I¨¹¤º´ò,73.00,1000,10000,,3280,9634´I¨¹Ã¹ªF,71.10,1000,0 
3281,9634´I¨¹Ã¹ªF,71.60,0,5000,,3282,9634´I¨¹Ã¹ªF,71.70,1000,0 
3283,9634´I¨¹Ã¹ªF,71.80,0,1000,,3284,9634´I¨¹Ã¹ªF,72.10,0,1000 
3285,9634´I¨¹Ã¹ªF,72.50,0,1000,,3286,9636´I¨¹¤¤Ãc,69.50,1000,0 
3287,9636´I¨¹¤¤Ãc,70.00,0,3000,,3288,9636´I¨¹¤¤Ãc,70.30,0,1000 
3289,9636´I¨¹¤¤Ãc,71.00,1000,0,,3290,9636´I¨¹¤¤Ãc,71.40,0,1000 
3291,9636´I¨¹¤¤Ãc,71.50,0,2000,,3292,9636´I¨¹¤¤Ãc,71.60,3000,0 
3293,9636´I¨¹¤¤Ãc,71.70,0,1000,,3294,9636´I¨¹¤¤Ãc,71.90,1000,0 
3295,9636´I¨¹¤¤Ãc,72.10,0,1000,,3296,9636´I¨¹¤¤Ãc,72.30,1000,0 
3297,9636´I¨¹¤¤Ãc,72.40,0,1000,,3298,9636´I¨¹¤¤Ãc,72.50,0,2000 
3299,9636´I¨¹¤¤Ãc,72.70,1000,0,,3300,9636´I¨¹¤¤Ãc,72.80,2000,0 
3301,9636´I¨¹¤¤Ãc,73.20,1000,0,,3302,9647´I¨¹·sµØ,69.50,1000,0 
3303,9647´I¨¹·sµØ,70.20,0,1000,,3304,9647´I¨¹·sµØ,70.40,0,1000 
3305,9647´I¨¹·sµØ,71.40,0,1000,,3306,9647´I¨¹·sµØ,72.00,3000,0 
3307,9647´I¨¹·sµØ,72.80,5000,0,,3308,9651´I¨¹¥Á¥Í,69.80,2000,0 
3309,9651´I¨¹¥Á¥Í,70.00,0,5000,,3310,9651´I¨¹¥Á¥Í,71.60,0,10000 
3311,9651´I¨¹¥Á¥Í,72.50,5000,0,,3312,9651´I¨¹¥Á¥Í,72.80,5000,0 
3313,9651´I¨¹¥Á¥Í,73.00,1000,0,,3314,9654´I¨¹¥Ã©M,70.50,0,1000 
3315,9654´I¨¹¥Ã©M,71.40,0,1000,,3316,9654´I¨¹¥Ã©M,72.20,0,1000 
3317,9654´I¨¹¥Ã©M,72.80,1000,0,,3318,9655´I¨¹ªO¾ô,69.50,1000,2000 
3319,9655´I¨¹ªO¾ô,70.00,0,8000,,3320,9655´I¨¹ªO¾ô,71.00,0,1000 
3321,9655´I¨¹ªO¾ô,71.30,1000,0,,3322,9655´I¨¹ªO¾ô,71.40,1000,0 
3323,9655´I¨¹ªO¾ô,71.60,0,1000,,3324,9655´I¨¹ªO¾ô,71.70,3000,1000 
3325,9655´I¨¹ªO¾ô,71.80,1000,0,,3326,9655´I¨¹ªO¾ô,71.90,0,1000 
3327,9655´I¨¹ªO¾ô,72.00,1000,1000,,3328,9655´I¨¹ªO¾ô,72.10,2000,1000 
3329,9655´I¨¹ªO¾ô,72.20,2000,2000,,3330,9655´I¨¹ªO¾ô,72.50,2000,1000 
3331,9655´I¨¹ªO¾ô,72.80,2000,1000,,3332,9655´I¨¹ªO¾ô,73.00,2000,0 
3333,9657´I¨¹­]®ß,70.30,0,1000,,3334,9657´I¨¹­]®ß,72.60,1000,0 
3335,9658´I¨¹«Ø°ê,69.50,1000,0,,3336,9658´I¨¹«Ø°ê,70.00,2000,0 
3337,9658´I¨¹«Ø°ê,70.10,7000,0,,3338,9658´I¨¹«Ø°ê,70.20,3000,0 
3339,9658´I¨¹«Ø°ê,70.90,0,3000,,3340,9658´I¨¹«Ø°ê,71.00,1000,0 
3341,9658´I¨¹«Ø°ê,71.40,1000,0,,3342,9658´I¨¹«Ø°ê,71.60,0,1000 
3343,9658´I¨¹«Ø°ê,71.90,0,3000,,3344,9658´I¨¹«Ø°ê,72.00,1000,0 
3345,9658´I¨¹«Ø°ê,72.20,3000,0,,3346,9658´I¨¹«Ø°ê,72.30,1000,0 
3347,9658´I¨¹«Ø°ê,72.50,1000,0,,3348,9658´I¨¹«Ø°ê,73.00,1000,1000 
3349,9659´I¨¹°ª¶¯,70.30,10000,0,,3350,9659´I¨¹°ª¶¯,70.40,10000,0 
3351,9659´I¨¹°ª¶¯,71.70,0,1000,,3352,9659´I¨¹°ª¶¯,72.20,0,1000 
3353,9659´I¨¹°ª¶¯,72.30,0,1000,,3354,965K´I¨¹¥x¤¤,69.90,0,2000 
3355,965K´I¨¹¥x¤¤,70.20,0,1000,,3356,965K´I¨¹¥x¤¤,70.30,2000,0 
3357,965K´I¨¹¥x¤¤,70.60,1000,0,,3358,965K´I¨¹¥x¤¤,71.50,1000,0 
3359,965K´I¨¹¥x¤¤,71.60,1000,0,,3360,965K´I¨¹¥x¤¤,71.90,0,5000 
3361,9661´I¨¹·s©±,69.50,5000,20000,,3362,9661´I¨¹·s©±,69.80,1000,0 
3363,9661´I¨¹·s©±,69.90,1000,0,,3364,9661´I¨¹·s©±,70.00,1000,0 
3365,9661´I¨¹·s©±,70.20,0,5000,,3366,9661´I¨¹·s©±,71.20,0,2000 
3367,9661´I¨¹·s©±,71.70,0,3000,,3368,9661´I¨¹·s©±,71.80,0,1000 
3369,9661´I¨¹·s©±,71.90,0,2000,,3370,9661´I¨¹·s©±,72.00,5000,0 
3371,9661´I¨¹·s©±,72.10,0,1000,,3372,9661´I¨¹·s©±,72.20,0,1000 
3373,9661´I¨¹·s©±,72.40,2000,0,,3374,9661´I¨¹·s©±,72.60,10000,0 
3375,9661´I¨¹·s©±,72.70,1000,0,,3376,9661´I¨¹·s©±,72.90,2000,0 
3377,9661´I¨¹·s©±,73.00,1000,0,,3378,9663´I¨¹´°«n,69.50,10000,0 
3379,9663´I¨¹´°«n,70.50,1000,0,,3380,9663´I¨¹´°«n,71.00,1000,0 
3381,9663´I¨¹´°«n,71.40,1000,1000,,3382,9663´I¨¹´°«n,72.20,2000,0 
3383,9663´I¨¹´°«n,72.50,1000,0,,3384,9663´I¨¹´°«n,72.60,0,1000 
3385,9665´I¨¹®ç¶é,70.30,1000,0,,3386,9665´I¨¹®ç¶é,71.70,2000,0 
3387,9666´I¨¹«n¤Ù,69.50,0,1000,,3388,9666´I¨¹«n¤Ù,70.50,0,1000 
3389,9666´I¨¹«n¤Ù,71.50,0,1000,,3390,9666´I¨¹«n¤Ù,71.60,0,6000 
3391,9666´I¨¹«n¤Ù,71.90,0,3000,,3392,9666´I¨¹«n¤Ù,72.10,3000,0 
3393,9666´I¨¹«n¤Ù,72.30,1000,0,,3394,9666´I¨¹«n¤Ù,72.60,5000,0 
